"C1.sm.bam"	"C2.sm.bam"	"C3.sm.bam"	"C4.sm.bam"	"C5.sm.bam"	"T1.sm.bam"	"T2.sm.bam"	"T3.sm.bam"	"T4.sm.bam"	"T5.sm.bam"
"Solyc01g008910.2"	1	0	0	1	0	0	1	3	0	1
"Solyc01g008930.2"	0	1	0	1	4	0	0	0	0	0
"Solyc01g008940.2"	4	0	3	5	2	1	0	0	3	0
"Solyc01g008950.2"	6637	3970	3584	7285	4858	4377	1643	5735	4485	7796
"Solyc01g008960.2"	3	3	7	4	2	3	2	4	2	4
"Solyc01g008970.2"	19	38	24	48	32	26	9	25	6	26
"Solyc01g008980.2"	3	1	1	1	1	2	1	1	3	1
"Solyc01g008990.2"	1	3	3	4	1	0	0	1	0	4
"Solyc01g009000.2"	6	5	4	10	4	7	2	6	1	1
"Solyc01g009010.2"	2	1	0	0	0	1	0	1	0	0
"Solyc01g009020.2"	44	32	18	14	29	29	40	46	37	54
"Solyc01g009030.2"	4	6	4	9	5	0	4	1	0	5
"Solyc01g009040.2"	9	5	4	10	6	3	1	1	0	4
"Solyc01g009050.2"	0	2	0	1	0	1	0	1	0	0
"Solyc01g009060.2"	1075	1118	786	1824	1003	661	77	467	316	540
"Solyc01g009070.2"	2	0	0	1	0	0	0	0	0	1
"Solyc01g009080.2"	1	0	0	1	0	1	2	0	0	0
"Solyc01g009090.2"	60	110	54	99	70	53	19	28	15	45
"Solyc01g009100.2"	20	23	22	34	17	31	41	38	28	57
"Solyc01g009110.2"	0	2	1	0	2	2	0	0	0	0
"Solyc01g009120.2"	0	0	1	0	0	1	0	0	0	0
"Solyc01g009150.2"	10	2	3	11	3	5	0	11	12	15
"Solyc01g009160.2"	0	0	1	0	0	0	0	0	0	1
"Solyc01g009180.2"	4	3	1	4	3	1	0	0	0	0
"Solyc01g009190.1"	7	7	6	17	4	3	0	1	3	2
"Solyc01g009210.1"	2	0	0	2	1	3	0	0	0	0
"Solyc01g009240.2"	3386	3394	1953	4787	3429	1907	213	959	649	1147
"Solyc01g009250.2"	747	845	685	1148	920	698	296	1016	1061	1507
"Solyc01g009280.2"	52	51	38	53	39	32	10	37	10	38
"Solyc01g009290.2"	5	8	3	12	3	1	0	6	1	2
"Solyc01g009300.2"	279	462	291	501	392	198	24	112	53	125
"Solyc01g009310.2"	0	0	0	0	0	0	0	0	1	1
"Solyc01g009330.1"	7	3	2	4	5	2	0	2	3	3
"Solyc01g009380.2"	10	7	6	17	9	6	2	7	3	9
"Solyc01g009390.2"	1	5	2	7	3	3	0	2	3	2
"Solyc01g009410.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g009420.2"	5	7	2	3	4	5	2	6	0	6
"Solyc01g009430.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g009450.2"	188	190	126	208	168	135	24	94	61	117
"Solyc01g009470.1"	0	0	0	0	1	0	0	0	0	0
"Solyc01g009480.2"	3507	3400	2727	6536	3570	2797	338	3532	2272	4001
"Solyc01g009520.2"	33	28	20	40	30	29	28	44	28	51
"Solyc01g009570.2"	1	0	0	0	1	2	0	0	0	0
"Solyc01g009590.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g009600.2"	3418	3708	2491	5636	3326	2268	296	2113	846	2665
"Solyc01g009620.2"	8	7	3	16	20	9	3	12	4	12
"Solyc01g009630.2"	2	4	0	1	2	3	0	3	1	5
"Solyc01g009670.2"	2	3	1	2	4	7	0	2	3	2
"Solyc01g009680.2"	0	1	0	0	1	0	0	0	0	0
"Solyc01g009690.1"	0	0	0	0	1	0	0	0	0	0
"Solyc01g009740.1"	21	20	18	23	14	12	11	23	17	30
"Solyc01g009750.2"	61	54	41	63	45	53	33	51	32	57
"Solyc01g009770.2"	0	1	1	0	2	0	0	4	1	4
"Solyc01g009780.2"	238	160	148	284	224	188	181	273	208	386
"Solyc01g009820.2"	60	117	72	157	82	49	20	59	32	78
"Solyc01g009850.2"	0	1	0	1	0	1	0	0	0	2
"Solyc01g009860.2"	0	0	0	1	0	1	2	0	0	0
"Solyc01g009870.2"	489	531	433	970	531	374	180	479	259	518
"Solyc01g009880.2"	116	154	107	194	103	132	13	134	72	144
"Solyc01g009920.1"	23	15	5	21	16	7	3	2	3	0
"Solyc01g009930.1"	0	0	0	0	0	0	0	1	0	0
"Solyc01g009970.2"	0	2	0	2	2	1	0	2	0	4
"Solyc01g009990.2"	0	0	0	1	1	0	0	0	0	0
"Solyc01g010020.2"	70	66	70	126	67	69	192	117	80	295
"Solyc01g010040.2"	0	1	0	1	0	0	0	0	0	2
"Solyc01g010060.2"	1	1	0	0	0	1	0	1	0	0
"Solyc01g010080.2"	4	1	4	13	6	4	2	1	3	6
"Solyc01g010130.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g010150.2"	9	5	3	16	7	5	1	13	5	5
"Solyc01g010190.2"	0	1	0	0	0	0	0	0	0	1
"Solyc01g010220.2"	1	2	0	5	2	3	2	1	1	3
"Solyc01g010280.2"	390	530	309	659	378	308	15	145	87	166
"Solyc01g010290.2"	1	1	0	2	0	0	0	2	0	2
"Solyc01g010350.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g010360.2"	496	501	337	573	440	337	239	435	436	690
"Solyc01g010370.2"	76	91	52	95	64	42	9	40	27	52
"Solyc01g010380.2"	4	7	5	1	0	17	54	11	21	14
"Solyc01g010410.2"	5	4	2	6	1	1	0	4	0	3
"Solyc01g010430.2"	0	1	0	0	0	1	0	0	0	0
"Solyc01g010440.2"	56	56	52	66	59	33	17	35	24	66
"Solyc01g010460.2"	0	0	0	2	0	0	0	0	0	0
"Solyc01g010470.2"	0	1	0	0	2	0	0	0	0	0
"Solyc01g010480.2"	25	21	16	27	20	17	0	19	11	23
"Solyc01g010500.1"	13	4	2	6	16	2	4	1	1	11
"Solyc01g010510.2"	2	0	0	0	1	0	0	0	0	0
"Solyc01g010540.2"	10	11	5	15	11	13	10	21	3	22
"Solyc01g010570.2"	6	8	5	13	5	5	0	4	1	6
"Solyc01g010580.2"	7	6	3	12	6	8	1	10	6	11
"Solyc01g010590.2"	10	7	6	17	17	3	2	8	1	5
"Solyc01g010610.1"	0	1	0	0	1	0	0	0	0	0
"Solyc01g010650.2"	1960	2008	1394	2790	1771	1720	301	1128	884	1494
"Solyc01g010680.1"	1	0	0	0	0	0	0	0	0	0
"Solyc01g010700.2"	24	29	31	30	18	30	0	26	12	14
"Solyc01g010740.2"	867	844	547	734	574	648	71	355	355	582
"Solyc01g010750.2"	102	114	90	163	113	71	23	65	35	81
"Solyc01g010760.2"	391	310	252	495	349	330	55	385	341	653
"Solyc01g010770.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g010780.2"	2	1	0	1	0	0	0	2	1	2
"Solyc01g010800.1"	0	0	0	0	1	0	0	0	0	0
"Solyc01g010810.2"	1	0	2	1	0	0	1	1	0	1
"Solyc01g010820.2"	52	121	65	128	79	65	6	25	29	49
"Solyc01g010830.2"	9	7	3	13	7	5	3	5	3	7
"Solyc01g010860.2"	529	399	364	610	401	428	124	569	326	598
"Solyc01g010870.2"	2	0	1	2	0	2	0	0	1	1
"Solyc01g010880.2"	10148	9828	6922	15906	8983	8222	2136	8085	4040	10500
"Solyc01g010890.2"	410	322	242	395	291	295	149	329	288	470
"Solyc01g010900.2"	2	4	0	0	2	2	0	2	0	3
"Solyc01g010920.1"	1	0	0	1	0	0	0	1	0	0
"Solyc01g010930.2"	1	0	0	1	1	0	0	1	0	0
"Solyc01g010940.2"	5	4	3	11	3	8	3	3	5	3
"Solyc01g010950.2"	4350	4359	3161	7280	4151	3068	388	2605	1854	2936
"Solyc01g010980.1"	6	6	0	12	12	0	0	3	0	2
"Solyc01g010990.2"	0	3	1	0	3	1	0	3	0	2
"Solyc01g011000.2"	122	78	79	163	100	151	69	147	109	228
"Solyc01g011010.2"	4	3	5	6	2	6	21	2	5	5
"Solyc01g011030.2"	1977	1609	1349	2860	1708	1585	658	1804	1058	2638
"Solyc01g011040.2"	102	84	94	163	104	95	7	139	83	184
"Solyc01g011050.2"	172163	141549	137393	259464	151105	117474	129416	194815	125782	236843
"Solyc01g011080.2"	4	3	2	3	7	1	9	1	3	10
"Solyc01g011100.2"	0	0	2	0	0	0	0	0	0	1
"Solyc01g011170.1"	0	0	0	1	6	0	0	0	0	1
"Solyc01g011200.2"	0	1	0	0	0	0	0	1	0	0
"Solyc01g011340.2"	90	84	54	117	80	68	23	91	57	94
"Solyc01g011350.2"	12	12	14	18	13	7	3	12	6	13
"Solyc01g011370.1"	0	0	1	0	0	0	0	0	0	0
"Solyc01g011390.2"	4109	4538	3849	6920	4300	2589	782	4669	2602	4457
"Solyc01g011410.1"	0	2	3	0	0	0	0	1	0	0
"Solyc01g011490.1"	1	4	0	1	1	0	0	2	0	0
"Solyc01g013850.1"	0	0	0	0	0	2	0	0	0	0
"Solyc01g013880.1"	0	0	0	0	0	1	1	0	0	1
"Solyc01g013890.1"	0	2	0	0	0	2	0	0	0	0
"Solyc01g014040.1"	1	0	0	0	0	2	0	0	0	0
"Solyc01g014100.2"	0	0	0	1	0	0	0	0	0	2
"Solyc01g014180.2"	232	231	164	387	259	132	84	135	95	195
"Solyc01g014200.1"	26	7	11	17	17	10	31	16	10	25
"Solyc01g014230.2"	5	6	6	4	4	5	0	3	2	1
"Solyc01g014250.2"	13	14	4	9	2	7	5	8	2	9
"Solyc01g014270.2"	1	0	0	2	2	0	5	0	1	3
"Solyc01g014280.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g014320.2"	1	2	2	1	2	2	0	1	0	2
"Solyc01g014330.2"	0	0	0	3	0	0	0	0	0	2
"Solyc01g014340.1"	2	0	1	0	0	0	0	0	0	0
"Solyc01g014470.1"	0	0	0	0	0	1	0	0	0	0
"Solyc01g014480.2"	74	83	47	128	62	48	7	33	16	33
"Solyc01g014720.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g014740.1"	0	0	0	0	0	1	0	0	0	0
"Solyc01g014840.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g014850.2"	3	2	2	3	2	4	3	1	0	1
"Solyc01g014870.1"	0	0	0	0	0	1	0	0	0	0
"Solyc01g014880.2"	404	295	232	461	319	342	351	417	383	517
"Solyc01g014890.1"	0	0	0	0	0	0	0	2	0	0
"Solyc01g015000.2"	9	4	1	12	8	3	7	4	5	15
"Solyc01g015010.1"	1	2	0	2	3	0	0	2	0	0
"Solyc01g015020.2"	48	79	33	74	51	25	3	22	9	25
"Solyc01g015070.2"	0	0	0	0	4	0	0	0	0	0
"Solyc01g015180.1"	0	0	0	0	0	0	0	1	0	0
"Solyc01g015300.1"	0	1	0	0	0	0	0	0	0	1
"Solyc01g016360.1"	1	2	0	1	0	0	0	0	0	0
"Solyc01g016370.1"	4	3	3	0	3	2	0	0	0	2
"Solyc01g016380.2"	79	62	37	89	56	68	20	51	42	46
"Solyc01g016390.2"	53	81	53	97	73	31	2	55	27	47
"Solyc01g016410.2"	58	53	34	77	49	38	12	39	20	51
"Solyc01g016460.2"	6	3	5	15	7	5	1	9	4	8
"Solyc01g016470.2"	2	0	0	0	1	0	0	0	0	0
"Solyc01g016480.1"	1	0	0	0	0	0	0	2	0	0
"Solyc01g016650.1"	0	2	0	0	2	0	0	0	0	1
"Solyc01g016720.2"	49	26	24	45	44	20	9	43	22	42
"Solyc01g016930.1"	0	0	0	0	3	1	0	0	0	0
"Solyc01g017060.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g017070.1"	1	0	0	0	0	0	0	0	0	0
"Solyc01g017110.1"	2	0	1	1	2	1	2	2	3	3
"Solyc01g017340.1"	12	8	6	6	12	12	7	8	11	17
"Solyc01g017350.1"	13	17	9	13	6	9	5	16	7	13
"Solyc01g017410.1"	0	0	0	0	0	0	2	0	0	0
"Solyc01g017550.1"	2	0	0	0	0	0	0	0	0	0
"Solyc01g017590.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g017660.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g017830.1"	1	1	0	0	0	0	0	0	0	0
"Solyc01g018020.1"	0	1	0	0	1	3	0	0	0	0
"Solyc01g020110.1"	0	0	0	1	0	0	0	0	0	0
"Solyc01g020180.1"	0	0	0	0	0	0	0	0	0	1
"Solyc01g020190.2"	7	1	1	4	0	3	20	4	7	10
"Solyc01g020220.1"	6	8	4	4	9	8	0	3	1	6
"Solyc01g020230.2"	4	3	1	1	1	0	0	1	0	0
"Solyc01g020240.2"	0	0	0	2	0	0	0	0	0	0
"Solyc01g020340.1"	0	4	0	3	0	1	0	0	0	2
"Solyc01g020440.2"	0	0	1	1	0	2	0	0	0	2
"Solyc01g020500.1"	1	0	0	0	0	1	0	0	0	2
"Solyc01g020520.2"	1	0	1	0	1	0	0	0	0	0
"Solyc01g020530.1"	0	0	1	0	0	0	0	0	0	0
"Solyc01g020550.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g020570.1"	0	0	1	0	0	0	0	0	0	0
"Solyc01g021640.2"	0	3	1	0	3	3	0	2	1	0
"Solyc01g021660.1"	0	0	0	1	0	0	0	0	0	0
"Solyc01g021670.2"	188	209	155	314	169	143	23	157	123	195
"Solyc01g021690.1"	0	4	1	0	2	3	0	1	0	1
"Solyc01g021720.1"	1	1	1	1	1	1	0	0	0	0
"Solyc01g021730.2"	0	0	0	0	0	0	0	0	0	1
"Solyc01g022740.2"	1	1	0	0	1	0	0	0	0	3
"Solyc01g022750.2"	6	1	2	7	4	8	3	3	2	7
"Solyc01g022770.1"	3	1	0	0	0	0	11	2	1	0
"Solyc01g028800.1"	0	2	1	8	4	0	0	0	1	1
"Solyc01g028810.2"	20	28	13	31	47	10	3	10	4	8
"Solyc01g028830.2"	0	1	0	0	0	0	0	0	0	0
"Solyc01g028860.2"	12	19	15	29	14	14	4	15	8	11
"Solyc01g028870.2"	0	1	0	1	1	1	0	2	0	0
"Solyc01g028900.2"	98	88	73	128	84	94	13	116	75	171
"Solyc01g028930.2"	277	292	229	388	214	293	45	277	239	427
"Solyc01g034010.1"	0	0	0	0	0	0	0	0	1	0
"Solyc01g034020.2"	43	35	35	59	35	37	14	54	35	55
"Solyc01g034100.1"	1	0	0	0	0	0	0	0	0	0
"Solyc01g034150.2"	14	16	4	27	21	14	5	7	1	6
"Solyc01g044270.2"	14	27	24	54	15	11	2	5	6	11
"Solyc01g044290.1"	0	0	0	0	0	0	0	0	0	1
"Solyc01g044340.2"	1	2	0	1	0	0	0	0	0	0
"Solyc01g044360.2"	35	48	44	61	45	17	2	15	3	22
"Solyc01g044490.2"	14	8	4	7	8	17	0	10	14	8
"Solyc01g044540.1"	1	0	0	0	0	0	0	0	1	1
"Solyc01g049650.2"	916	874	701	1743	1027	720	76	766	563	1219
"Solyc01g049680.2"	15	15	8	27	14	10	5	12	7	4
"Solyc01g049690.2"	9	7	4	5	4	2	1	1	1	1
"Solyc01g049750.1"	1	1	1	0	0	0	0	0	0	0
"Solyc01g049760.1"	2	2	2	3	6	3	1	1	0	5
"Solyc01g049810.2"	8	12	5	14	11	5	0	7	4	6
"Solyc01g049890.2"	786	726	633	1276	775	695	123	903	711	1259
"Solyc01g049900.2"	5	0	2	1	0	1	0	0	0	0
"Solyc01g049910.2"	0	0	1	1	0	0	0	0	0	0
"Solyc01g049960.2"	75	55	43	90	37	66	10	57	56	80
"Solyc01g049970.1"	7	2	0	15	6	1	3	0	2	0
"Solyc01g049980.2"	936	753	645	1239	789	731	388	886	662	1013
"Solyc01g050010.2"	0	0	0	0	0	0	0	0	0	2
"Solyc01g050040.2"	77	61	47	101	66	67	13	45	29	72
"Solyc01g050070.2"	425	381	316	717	431	357	72	602	286	615
"Solyc01g055160.1"	7	11	10	10	12	12	18	12	11	18
"Solyc01g056210.1"	4	0	0	2	1	0	0	1	0	0
"Solyc01g056220.2"	27	29	26	44	28	30	9	47	28	60
"Solyc01g056280.2"	14	5	7	6	5	16	1	10	12	22
"Solyc01g056290.2"	0	0	0	0	1	0	2	0	0	0
"Solyc01g056310.2"	124915	159634	139531	227988	181223	87157	36433	134981	70313	182420
"Solyc01g056320.1"	1	1	0	2	2	3	2	3	1	2
"Solyc01g056340.2"	53	66	48	66	38	60	37	24	15	38
"Solyc01g056360.2"	572	287	246	493	352	323	181	432	340	606
"Solyc01g056370.2"	0	0	0	0	3	0	0	0	0	0
"Solyc01g056380.1"	2	0	0	2	0	0	2	0	2	0
"Solyc01g056390.1"	1	3	1	0	2	3	2	4	1	2
"Solyc01g056400.1"	1	1	0	1	0	0	0	0	0	1
"Solyc01g056410.1"	2	1	1	3	0	0	0	0	0	1
"Solyc01g056430.1"	5	2	3	3	3	5	2	3	3	0
"Solyc01g056440.1"	2	2	0	1	1	0	0	1	0	0
"Solyc01g056450.1"	2	1	0	1	0	1	0	0	1	2
"Solyc01g056460.1"	7	17	8	2	5	7	3	8	9	10
"Solyc01g056520.2"	0	1	1	2	3	0	2	1	2	1
"Solyc01g056560.1"	0	0	0	0	0	0	0	0	0	1
"Solyc01g056570.2"	15	19	16	30	22	6	1	5	4	13
"Solyc01g056580.2"	44	45	37	105	76	28	7	13	13	34
"Solyc01g056600.2"	0	0	0	0	0	0	0	1	0	0
"Solyc01g056660.1"	3	0	2	2	0	1	0	0	0	2
"Solyc01g056690.2"	56	57	40	57	32	25	3	22	21	27
"Solyc01g056720.2"	793	876	664	1185	858	757	229	643	466	789
"Solyc01g056760.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g056770.1"	1	0	0	1	1	0	0	2	0	0
"Solyc01g056780.2"	1	1	0	1	0	0	0	2	0	0
"Solyc01g056790.2"	5	10	4	13	2	5	8	13	5	14
"Solyc01g056800.1"	7	5	3	12	9	6	1	8	5	11
"Solyc01g056810.2"	2	4	2	2	0	0	3	1	0	6
"Solyc01g056850.2"	12	5	6	9	15	4	0	1	0	3
"Solyc01g056940.2"	9	8	6	11	15	5	4	2	10	7
"Solyc01g056980.2"	4	11	5	10	7	11	2	5	8	5
"Solyc01g057010.1"	2	5	1	9	11	6	2	3	3	5
"Solyc01g057020.2"	17	20	17	24	10	6	3	11	5	12
"Solyc01g057040.2"	37	45	35	45	21	35	13	24	20	22
"Solyc01g057090.2"	144	146	112	298	146	100	22	91	59	118
"Solyc01g057160.1"	2	0	2	3	4	0	2	3	1	2
"Solyc01g057190.1"	9	6	4	3	3	0	0	6	0	6
"Solyc01g057200.2"	1	1	0	0	0	0	0	0	1	0
"Solyc01g057210.2"	28	37	18	44	35	17	3	22	9	18
"Solyc01g057220.2"	1259	1339	1039	1619	1195	749	124	652	483	1139
"Solyc01g057300.1"	0	0	0	0	1	0	0	0	0	1
"Solyc01g057310.2"	2	4	4	9	4	6	4	2	0	2
"Solyc01g057320.1"	0	1	0	3	0	0	0	0	0	1
"Solyc01g057340.2"	0	1	0	0	0	1	0	0	2	1
"Solyc01g057380.1"	7	8	3	9	0	11	3	5	2	3
"Solyc01g057390.2"	41	25	18	19	26	22	8	20	10	18
"Solyc01g057460.2"	2	2	1	6	6	4	5	3	6	4
"Solyc01g057490.2"	9	12	3	21	11	11	3	7	13	9
"Solyc01g057520.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g057570.2"	2	2	0	2	5	0	5	4	0	2
"Solyc01g057590.1"	0	0	0	1	0	0	0	0	0	0
"Solyc01g057600.2"	1	0	0	0	2	0	0	0	0	1
"Solyc01g057760.2"	0	1	4	0	0	1	0	2	1	0
"Solyc01g057770.2"	2	0	0	0	1	1	0	0	0	1
"Solyc01g057780.2"	4	2	2	9	4	1	0	3	1	2
"Solyc01g057830.2"	1	0	1	1	1	1	0	2	0	1
"Solyc01g057840.2"	15	22	4	21	8	11	0	3	0	3
"Solyc01g057850.2"	3	17	5	14	11	0	0	1	0	7
"Solyc01g057890.1"	0	0	0	1	0	0	0	0	0	0
"Solyc01g057900.2"	8	14	5	16	8	3	0	1	2	8
"Solyc01g057910.2"	0	0	0	0	0	0	0	0	1	0
"Solyc01g057930.1"	0	0	1	0	0	0	0	0	0	0
"Solyc01g057960.1"	0	1	1	2	0	0	0	0	0	0
"Solyc01g058010.2"	0	1	1	0	0	0	0	1	0	0
"Solyc01g058140.2"	26	39	23	43	29	21	4	9	6	13
"Solyc01g058170.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g058210.1"	4	7	5	15	10	0	0	0	2	3
"Solyc01g058220.1"	0	1	0	0	0	0	1	0	0	0
"Solyc01g058260.2"	99	114	78	212	119	67	23	87	46	87
"Solyc01g058270.2"	18	6	7	10	6	14	1	6	12	8
"Solyc01g058280.2"	518	318	285	623	370	407	463	489	365	700
"Solyc01g058320.2"	778	544	481	1260	813	535	64	643	431	692
"Solyc01g058350.1"	1	0	1	1	1	0	0	1	0	0
"Solyc01g058390.2"	35	32	34	47	35	17	2	14	14	19
"Solyc01g058400.1"	1	1	1	0	2	0	1	0	0	0
"Solyc01g058430.1"	0	1	0	0	0	0	0	0	0	0
"Solyc01g058450.2"	4	3	3	3	3	8	0	1	1	5
"Solyc01g058490.1"	519	510	418	781	459	1556	3476	650	1468	889
"Solyc01g058500.2"	353	346	269	584	315	859	3167	520	878	684
"Solyc01g058510.1"	0	0	0	0	0	3	6	0	1	2
"Solyc01g058520.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g058530.2"	3	3	0	1	3	1	0	1	0	0
"Solyc01g058630.1"	0	0	0	1	0	0	0	0	0	0
"Solyc01g058670.2"	21	16	13	24	23	16	10	11	7	13
"Solyc01g058720.2"	2142	1797	1405	2519	1560	1863	2798	3081	2109	2949
"Solyc01g058730.2"	136	120	101	205	141	65	9	57	31	80
"Solyc01g058740.2"	0	0	1	0	0	0	0	1	1	0
"Solyc01g059760.1"	0	0	0	1	1	0	1	0	0	0
"Solyc01g059830.2"	84	64	51	129	102	57	27	66	32	79
"Solyc01g059850.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g059860.2"	0	1	0	0	2	0	0	1	0	1
"Solyc01g059870.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g059880.2"	135	163	88	246	99	82	26	64	53	121
"Solyc01g059900.2"	32	27	36	31	37	37	97	42	41	71
"Solyc01g059910.2"	1876	1526	1332	2230	1489	1237	164	1352	563	1636
"Solyc01g059920.2"	0	2	0	2	1	0	0	0	0	1
"Solyc01g059930.2"	7	4	7	6	3	3	3	6	2	2
"Solyc01g059940.2"	1987	2172	1705	2740	2181	1567	538	2334	1380	3483
"Solyc01g059950.1"	0	0	0	3	0	0	0	0	0	0
"Solyc01g060030.2"	189	155	114	267	164	123	11	139	99	163
"Solyc01g060040.2"	9	10	8	18	8	6	0	3	0	2
"Solyc01g060050.1"	1	0	0	6	3	3	0	0	0	0
"Solyc01g060070.2"	115	66	40	114	77	88	45	67	60	143
"Solyc01g060080.2"	1	1	0	0	1	2	0	0	0	0
"Solyc01g060090.1"	1	0	0	2	0	0	0	0	0	0
"Solyc01g060100.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g060110.1"	3	2	0	0	2	0	0	1	0	1
"Solyc01g060130.2"	0	2	1	2	3	1	0	1	0	1
"Solyc01g060140.2"	0	0	1	1	2	0	0	0	0	0
"Solyc01g060200.1"	3	1	1	8	3	0	0	2	2	1
"Solyc01g060210.2"	2	1	0	3	0	0	0	0	0	0
"Solyc01g060220.1"	4	7	6	8	12	3	1	4	1	6
"Solyc01g060280.2"	8	6	1	4	9	2	0	1	2	3
"Solyc01g060290.1"	0	0	0	0	0	0	0	0	0	1
"Solyc01g060300.1"	12	18	10	25	14	7	35	8	15	21
"Solyc01g060320.1"	0	0	1	0	0	1	0	0	0	0
"Solyc01g060330.1"	0	0	0	2	0	0	0	0	0	0
"Solyc01g060340.1"	1	0	0	0	0	1	1	0	1	0
"Solyc01g060460.1"	1	4	1	7	2	2	0	0	0	0
"Solyc01g060470.2"	14	26	25	42	35	14	4	18	13	30
"Solyc01g060490.2"	0	0	0	1	0	0	0	0	0	0
"Solyc01g065490.2"	12	10	10	16	10	8	2	7	3	8
"Solyc01g065510.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g065530.2"	0	1	0	0	1	2	0	1	0	1
"Solyc01g065540.2"	0	1	0	1	1	0	0	0	0	1
"Solyc01g065550.2"	975	938	769	1479	939	997	155	1049	743	1299
"Solyc01g065560.2"	2	11	3	9	3	5	2	6	1	8
"Solyc01g065570.2"	2	2	3	1	1	0	0	0	0	7
"Solyc01g065580.2"	1	0	0	1	0	2	1	0	1	0
"Solyc01g065610.1"	3	1	0	1	0	0	0	0	1	5
"Solyc01g065690.2"	0	0	0	0	1	0	0	0	0	0
"Solyc01g065710.2"	5	1	0	3	1	1	0	2	2	5
"Solyc01g065720.2"	37	53	22	66	39	20	1	9	4	23
"Solyc01g065740.2"	3	4	2	3	3	2	0	3	1	2
"Solyc01g065750.2"	17	20	10	26	17	11	22	16	22	33
"Solyc01g065820.1"	1	0	0	0	0	0	0	0	0	0
"Solyc01g065830.1"	0	2	0	0	1	4	0	1	2	1
"Solyc01g065840.2"	7	11	7	15	12	3	1	2	4	4
"Solyc01g065850.1"	0	0	0	0	0	1	0	0	0	0
"Solyc01g065860.1"	0	0	0	0	1	0	0	0	0	0
"Solyc01g065900.1"	0	1	1	0	0	0	0	0	0	0
"Solyc01g066050.2"	217	248	184	367	233	180	63	146	73	214
"Solyc01g066060.2"	1	0	0	0	0	0	0	0	0	1
"Solyc01g066070.2"	12642	12141	8791	19544	11698	7805	690	5406	3668	4689
"Solyc01g066230.1"	0	0	0	0	0	1	0	0	0	0
"Solyc01g066250.1"	0	0	0	0	0	0	2	0	0	0
"Solyc01g066310.2"	35	39	25	40	39	12	6	13	6	21
"Solyc01g066340.2"	240	252	180	296	269	189	34	247	98	322
"Solyc01g066360.2"	55868	61794	43584	107408	60851	38476	3288	22441	18693	27610
"Solyc01g066370.2"	56	46	31	67	49	73	12	15	32	24
"Solyc01g066380.2"	2066	2965	2138	4334	2666	1726	92	728	674	1096
"Solyc01g066400.1"	1	2	0	0	1	0	0	0	1	0
"Solyc01g066410.1"	21	13	11	11	5	28	1	3	5	6
"Solyc01g066420.2"	85743	102299	65290	151514	90963	53319	6911	30811	26082	41123
"Solyc01g066430.2"	0	0	0	0	0	1	0	0	0	0
"Solyc01g066460.2"	27	36	21	23	9	23	4	11	16	19
"Solyc01g066480.2"	3	7	4	5	4	3	1	1	2	5
"Solyc01g066490.2"	24	19	9	24	18	32	5	16	17	25
"Solyc01g066510.1"	37	56	15	49	47	11	4	5	5	10
"Solyc01g066520.2"	11	18	13	20	16	9	2	11	5	13
"Solyc01g066560.2"	2	1	2	1	1	0	2	0	0	3
"Solyc01g066590.2"	94	59	54	93	73	75	136	79	59	85
"Solyc01g066680.2"	1	0	0	0	0	0	0	2	2	0
"Solyc01g066690.2"	73	79	55	100	70	66	3	29	15	31
"Solyc01g066700.2"	79	76	45	118	85	59	19	49	26	81
"Solyc01g066710.2"	42	44	31	73	56	21	1	33	7	68
"Solyc01g066720.2"	25	16	12	18	17	15	35	38	26	44
"Solyc01g066730.2"	63	51	38	59	59	34	7	41	26	75
"Solyc01g066740.2"	37	64	22	42	38	46	8	14	11	17
"Solyc01g066770.2"	1943	1674	1454	2705	1687	1515	164	1735	1155	2021
"Solyc01g066800.1"	1	0	3	2	2	1	0	5	3	1
"Solyc01g066810.2"	128268	130447	105017	208805	125899	114718	337068	180490	184709	357067
"Solyc01g066820.2"	177	273	169	312	260	124	13	74	50	74
"Solyc01g066830.2"	25	56	27	62	36	32	6	18	13	16
"Solyc01g066840.2"	78	56	44	91	85	65	124	70	82	119
"Solyc01g066850.2"	12	13	7	13	11	16	8	17	20	28
"Solyc01g066860.2"	0	0	0	0	0	0	0	0	0	1
